Search__ID,Search_Type,PMID,PUB_YEAR,PROJECT_NUMBER,FY_Start,FY_Last,APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Activity_Code,Institute_Code,Acronym_institute_name,full_institute_name,Compressed Names,Project_Count
CYP17A1,target,12538606,2003,P51RR000169,1999,2011,2003,2003P51RR000169,18443485,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,11897703,2002,P51RR000169,1999,2011,2002,2002P51RR000169,17003882,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,24576611,2014,P51RR013986,1999,2011,2011,2011P51RR013986,9371820,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,21864136,2012,T32RR007009,1999,2011,2011,2011T32RR007009,221457,T32,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
CYP17A1,target,18519708,2008,K01RR000163,2000,2004,2004,2004K01RR000163,177248,K01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
CYP17A1,target,11549704,2001,K23RR015544,2000,2004,2001,2001K23RR015544,252953,K23,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,18781648,2008,P20RR015592,2000,2009,2008,2008P20RR015592,2720286,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,18642057,2008,P20RR016475,2001,2011,2008,2008P20RR016475,4548640,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
CYP17A1,target,15711029,2004,P20RR016475,2001,2011,2004,2004P20RR016475,6472195,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,15555909,2004,S10RR015741,2001,2001,2001,2001S10RR015741,1005220,S10,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
CYP17A1,target,25301938,2014,P20RR017708,2002,2011,2011,2011P20RR017708,2499253,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,24671419,2014,P20RR017708,2002,2011,2011,2011P20RR017708,2499253,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,22266943,2012,P20RR017708,2002,2011,2011,2011P20RR017708,2499253,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,16849412,2006,U54RR019484,2003,2006,2006,2006U54RR019484,1584475,U54,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,17222503,2007,C06RR020141,2004,2004,2004,2004C06RR020141,6449690,C06,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,23133512,2012,P20RR020173,2004,2011,2011,2011P20RR020173,2328031,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,18621746,2008,P20RR020173,2004,2011,2008,2008P20RR020173,2322471,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,19430483,2009,U54RR020278,2004,2008,2008,2008U54RR020278,3195027,U54,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
CYP17A1,target,21864136,2012,K01RR021322,2005,2009,2009,2009K01RR021322,167048,K01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
CYP17A1,target,22222232,2012,R13RR023236,2006,2010,2010,2010R13RR023236,73885,R13,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
CYP17A1,target,22064602,2012,R13RR023236,2006,2010,2010,2010R13RR023236,73885,R13,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
CYP17A1,target,22504314,2012,UL1RR024148,2006,2010,2010,2010UL1RR024148,7124184,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
CYP17A1,target,24780050,2014,UL1RR024986,2007,2011,2011,2011UL1RR024986,14236589,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,5
CYP17A1,target,24262325,2014,UL1RR025005,2007,2011,2011,2011UL1RR025005,19241563,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,23149595,2013,UL1RR025005,2007,2011,2011,2011UL1RR025005,19241563,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,25283089,2015,P20RR024206,2008,2011,2011,2011P20RR024206,2587040,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,22517623,2012,P20RR024206,2008,2011,2011,2011P20RR024206,2587040,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,21193037,2011,P20RR024206,2008,2011,2011,2011P20RR024206,2587040,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,23358194,2013,UL1RR025761,2008,2011,2011,2011UL1RR025761,6378896,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,5
CYP17A1,target,22266943,2012,P30RR030926,2010,2011,2011,2011P30RR030926,1360116,P30,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,23435015,2013,S10RR026377,2010,2010,2010,2010S10RR026377,335391,S10,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
CYP17A1,target,24262325,2014,UL1RR033176,2011,2011,2011,2011UL1RR033176,19261825,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,22238371,2012,UL1RR033176,2011,2011,2011,2011UL1RR033176,19261825,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,24140269,2014,UL1RR033179,2011,2011,2011,2011UL1RR033179,3976722,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
CYP17A1,target,12787114,2003,K08AR002018,1999,2001,2001,2001K08AR002018,226333,K08,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,11341336,2001,P60AR044811,1999,2000,2000,2000P60AR044811,2184870,P60,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,2
CYP17A1,target,11341336,2001,R01AR035582,1999,2005,2001,2001R01AR035582,1566614,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,2
CYP17A1,target,10098601,1999,R01AR040391,1999,2005,1999,1999R01AR040391,0,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,18560445,2008,K01AR002170,2001,2005,2005,2005K01AR002170,33404,K01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,16782804,2006,K01AR002170,2001,2005,2005,2005K01AR002170,33404,K01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,17400813,2007,R01AR047079,2002,2004,2004,2004R01AR047079,423205,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,22653668,2012,R01AR050496,2004,2013,2012,2012R01AR050496,478083,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,16782804,2006,R01AR050496,2004,2013,2006,2006R01AR050496,899563,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,23435015,2013,R01AR052190,2006,2013,2013,2013R01AR052190,348560,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,17400813,2007,R01AR052190,2006,2013,2007,2007R01AR052190,562956,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,22653668,2012,P50AR055081,2007,2012,2012,2012P50AR055081,538280,P50,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,18957719,2008,P50AR055081,2007,2012,2008,2008P50AR055081,1529714,P50,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,2
CYP17A1,target,22653668,2012,R01AR057049,2009,2013,2012,2012R01AR057049,733634,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,23435015,2013,R01AR056666,2011,2015,2013,2013R01AR056666,367557,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,23435015,2013,R21AR063242,2013,2014,2013,2013R21AR063242,185172,R21,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,32203088,2020,R01AR071189,2017,2020,2020,2020R01AR071189,309239,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,31060224,2019,R01AR071189,2017,2020,2019,2019R01AR071189,316870,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,32203088,2020,R01AR073004,2018,2021,2020,2020R01AR073004,307582,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,31060224,2019,R01AR073004,2018,2021,2019,2019R01AR073004,315172,R01,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1
CYP17A1,target,14715827,2004,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,14715826,2004,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,14522586,2003,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,14504283,2003,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12915666,2003,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12573489,2003,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12530647,2002,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12464252,2003,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12446594,2002,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11867269,2002,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11707587,2001,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11549685,2001,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11278997,2001,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11196445,2000,K08DK002387,1999,2000,2000,2000K08DK002387,262944,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,10372718,1999,K08DK002387,1999,2000,1999,1999K08DK002387,0,K08,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,22872577,2012,P30DK032520,1999,2010,2010,2010P30DK032520,1180677,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12768545,2003,R01DK028350,1999,2002,2002,2002R01DK028350,583892,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12506119,2003,R01DK028350,1999,2002,2002,2002R01DK028350,583892,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12200237,2002,R01DK028350,1999,2002,2002,2002R01DK028350,583892,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11956159,2002,R01DK028350,1999,2002,2002,2002R01DK028350,583892,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11897684,2002,R01DK028350,1999,2002,2002,2002R01DK028350,583892,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,23836902,2013,R01DK037922,1999,2011,2011,2011R01DK037922,342103,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,22434081,2012,R01DK037922,1999,2011,2011,2011R01DK037922,342103,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,22072737,2012,R01DK037922,1999,2011,2011,2011R01DK037922,342103,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,21084398,2011,R01DK037922,1999,2011,2011,2011R01DK037922,342103,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,20160131,2010,R01DK037922,1999,2011,2010,2010R01DK037922,367759,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,18821018,2009,R01DK037922,1999,2011,2009,2009R01DK037922,383769,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12573809,2002,R01DK037922,1999,2011,2002,2002R01DK037922,566685,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12446594,2002,R01DK037922,1999,2011,2002,2002R01DK037922,566685,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11463853,2001,R01DK037922,1999,2011,2001,2001R01DK037922,148269,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11278997,2001,R01DK037922,1999,2011,2001,2001R01DK037922,148269,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11243732,2001,R01DK037922,1999,2011,2001,2001R01DK037922,148269,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11095477,2000,R01DK037922,1999,2011,2000,2000R01DK037922,628048,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,10406467,1999,R01DK037922,1999,2011,1999,1999R01DK037922,0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,10372718,1999,R01DK037922,1999,2011,1999,1999R01DK037922,0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,9892022,1999,R01DK037922,1999,2011,1999,1999R01DK037922,0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12573809,2002,R01DK042154,1999,1999,1999,1999R01DK042154,0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11463853,2001,R01DK042154,1999,1999,1999,1999R01DK042154,0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11095477,2000,R01DK042154,1999,1999,1999,1999R01DK042154,0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,10406467,1999,R01DK042154,1999,1999,1999,1999R01DK042154,0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,9892022,1999,R01DK042154,1999,1999,1999,1999R01DK042154,0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,21467194,2011,R01DK043140,1999,2020,2011,2011R01DK043140,381511,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,21248073,2011,R01DK043140,1999,2020,2011,2011R01DK043140,381511,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,21084398,2011,R01DK043140,1999,2020,2011,2011R01DK043140,381511,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,20980388,2010,R01DK043140,1999,2020,2010,2010R01DK043140,410123,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,19497978,2009,R01DK043140,1999,2020,2009,2009R01DK043140,727329,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2
CYP17A1,target,17945481,2008,R01DK043140,1999,2020,2008,2008R01DK043140,424909,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,15494460,2005,R01DK043140,1999,2020,2005,2005R01DK043140,508301,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,12208674,2002,R01DK043140,1999,2020,2002,2002R01DK043140,419816,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11145739,2001,R01DK043140,1999,2020,2001,2001R01DK043140,420594,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,20673851,2010,R01DK047015,1999,2011,2010,2010R01DK047015,352273,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11739466,2001,R01DK047015,1999,2011,2001,2001R01DK047015,505454,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11145739,2001,R01DK054480,1999,2007,2001,2001R01DK054480,669744,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,29167276,2018,T32DK007013,1999,2021,2018,2018T32DK007013,172273,T32,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,18832096,2009,T32DK007161,1999,2020,2009,2009T32DK007161,333420,T32,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,15730543,2005,T32DK007161,1999,2020,2005,2005T32DK007161,440166,T32,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,24780050,2014,T32DK007245,1999,2020,2014,2014T32DK007245,319545,T32,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,11751282,2002,T32DK007646,1999,2020,2002,2002T32DK007646,299262,T32,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,25560485,2015,T32DK007763,1999,2016,2015,2015T32DK007763,182555,T32,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1
CYP17A1,target,28710293,2017,P30DK052574,2000,2021,2017,2017P30DK052574,1200245,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2
CYP17A1,target,25668067,2015,P30DK052574,2000,2021,2015,2015P30DK052574,1283663,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2
CYP17A1,target,14522586,2003,R03DK056641,2000,2000,2000,2000R03DK056641,316712,R03,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,3
CYP17A1,target,14504283,2003,R03DK056641,2000,2000,2000,2000R03DK056641,316712,R03,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,3
CYP17A1,target,12530647,2002,R03DK056641,2000,2000,2000,2000R03DK056641,316712,R03,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,3
