Search__ID,Search_Type,PMID,PUB_YEAR,PROJECT_NUMBER,FY_Start,FY_Last,APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Activity_Code,Institute_Code,Acronym_institute_name,full_institute_name,Compressed Names,Project_Count
(androgen receptor) AND (1980:2020 [pdat]),target,15856361,2005,M01RR001066,1999,2008,2005,2005M01RR001066,8122362,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,15856361,2005,K23RR016310,2001,2005,2005,2005K23RR016310,214845,K23,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,11171591,2001,M01RR000032,1999,2008,2001,2001M01RR000032,4528621,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,10323385,1999,M01RR000047,1999,2007,1999,1999M01RR000047,0,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,12470144,2002,M01RR000055,1999,2007,2002,2002M01RR000055,4592545,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,12879219,2003,M01RR000059,1999,2007,2003,2003M01RR000059,6910553,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,19208731,2009,M01RR000073,1999,2009,2009,2009M01RR000073,2204618,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,4
(androgen receptor) AND (1980:2020 [pdat]),target,16895962,2006,M01RR000073,1999,2009,2006,2006M01RR000073,7440229,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,11832363,2002,M01RR000073,1999,2009,2002,2002M01RR000073,4642820,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,21325466,2011,UL1RR024153,2006,2011,2011,2011UL1RR024153,13829120,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,4
(androgen receptor) AND (1980:2020 [pdat]),target,21177760,2011,UL1RR024153,2006,2011,2011,2011UL1RR024153,13829120,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,4
(androgen receptor) AND (1980:2020 [pdat]),target,12880121,2003,M01RR000084,1999,2006,2003,2003M01RR000084,1545217,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,18395206,2008,M01RR000334,1999,2006,2006,2006M01RR000334,5899992,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,16675575,2006,M01RR000334,1999,2006,2006,2006M01RR000334,5899992,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,16406889,2006,M01RR000334,1999,2006,2006,2006M01RR000334,5899992,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,26305227,2015,M01RR000425,1999,2011,2011,2011M01RR000425,1,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,22695532,2012,M01RR000425,1999,2011,2011,2011M01RR000425,1,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,20808223,2010,M01RR000425,1999,2011,2010,2010M01RR000425,10096039,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,19818997,2010,M01RR000425,1999,2011,2010,2010M01RR000425,10096039,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,18332089,2008,M01RR000425,1999,2011,2008,2008M01RR000425,10355433,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,18303071,2008,M01RR000425,1999,2011,2008,2008M01RR000425,10355433,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,17825390,2007,M01RR000425,1999,2011,2007,2007M01RR000425,6833409,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,16365010,2005,M01RR000425,1999,2011,2005,2005M01RR000425,13457742,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,16299230,2005,M01RR000425,1999,2011,2005,2005M01RR000425,13457742,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,16086637,2005,M01RR000425,1999,2011,2005,2005M01RR000425,13457742,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,15105800,2004,M01RR000425,1999,2011,2004,2004M01RR000425,17029507,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,14506156,2003,M01RR000425,1999,2011,2003,2003M01RR000425,15482703,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,12041962,2002,M01RR000425,1999,2011,2002,2002M01RR000425,6647398,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,14580762,2003,M01RR000533,1999,2008,2003,2003M01RR000533,4610892,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,10741714,2000,M01RR000533,1999,2008,2000,2000M01RR000533,3054338,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,20682842,2010,M01RR000585,1999,2006,2006,2006M01RR000585,5987635,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,17148555,2007,M01RR000585,1999,2006,2006,2006M01RR000585,5987635,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,16551732,2006,M01RR000585,1999,2006,2006,2006M01RR000585,5987635,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,16339924,2006,M01RR000585,1999,2006,2006,2006M01RR000585,5987635,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,17148555,2007,P51RR000167,1999,2011,2007,2007P51RR000167,11911276,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,4
(androgen receptor) AND (1980:2020 [pdat]),target,17148555,2007,C06RR020141,2004,2004,2004,2004C06RR020141,6449690,C06,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,16551732,2006,P51RR000167,1999,2011,2006,2006P51RR000167,14373327,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,16551732,2006,R01RR013635,1999,2002,2002,2002R01RR013635,632051,R01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,14742287,2004,M01RR000585,1999,2006,2004,2004M01RR000585,8783704,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,14736706,2004,M01RR000585,1999,2006,2004,2004M01RR000585,8783704,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,14736706,2004,M01RR000847,1999,2010,2004,2004M01RR000847,7483584,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,11344229,2001,M01RR000585,1999,2006,2001,2001M01RR000585,6960711,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,19351732,2009,M01RR000827,1999,2010,2009,2009M01RR000827,8756154,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,19351732,2009,M01RR000847,1999,2010,2009,2009M01RR000847,6559546,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,22081303,2012,M01RR000847,1999,2010,2010,2010M01RR000847,6539906,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,17710731,2007,M01RR000847,1999,2010,2007,2007M01RR000847,6754454,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,16670102,2006,M01RR000847,1999,2010,2006,2006M01RR000847,7143834,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,11527085,2001,M01RR000847,1999,2010,2001,2001M01RR000847,8405368,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,11231978,2001,M01RR001066,1999,2008,2001,2001M01RR001066,6332490,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,15181062,2004,M01RR001271,1999,2006,2004,2004M01RR001271,6069681,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,11701429,2001,M01RR002719,1999,2007,2001,2001M01RR002719,5426482,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,16390748,2005,M01RR006192,1999,2008,2005,2005M01RR006192,4303187,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,11794470,2001,M01RR006192,1999,2008,2001,2001M01RR006192,4602420,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,4
(androgen receptor) AND (1980:2020 [pdat]),target,12215335,2002,M01RR010732,1999,2009,2002,2002M01RR010732,3830582,M01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,22829776,2012,U54RR020278,2004,2008,2008,2008U54RR020278,3195027,U54,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,23227263,2012,U54RR020278,2004,2008,2008,2008U54RR020278,3195027,U54,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,22829776,2012,UL1RR024156,2006,2011,2011,2011UL1RR024156,9534064,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,5
(androgen receptor) AND (1980:2020 [pdat]),target,25704845,2015,UL1RR029884,2009,2011,2011,2011UL1RR029884,4738005,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,24346252,2013,P51RR000169,1999,2011,2011,2011P51RR000169,14151478,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,18089782,2007,T32RR007036,1999,2011,2007,2007T32RR007036,494203,T32,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,18048496,2008,P51RR000169,1999,2011,2008,2008P51RR000169,15286341,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,5
(androgen receptor) AND (1980:2020 [pdat]),target,17481686,2007,P51RR000169,1999,2011,2007,2007P51RR000169,15302145,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,19167173,2009,P20RR016474,2001,2011,2009,2009P20RR016474,4951303,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,17036338,2007,U54RR019478,2003,2008,2007,2007U54RR019478,1737410,U54,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,12434924,2002,P51RR000168,1999,2011,2002,2002P51RR000168,18877356,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,22045025,2012,P20RR016477,2001,2011,2011,2011P20RR016477,4364195,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,22045025,2012,P20RR020180,2004,2009,2009,2009P20RR020180,671641,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,20645691,2010,P20RR020180,2004,2009,2009,2009P20RR020180,671641,P20,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,22139053,2012,UL1RR025005,2007,2011,2011,2011UL1RR025005,19241563,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,24265454,2014,P51RR000167,1999,2011,2011,2011P51RR000167,11808677,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,17949766,2008,P41RR007707,2002,2011,2008,2008P41RR007707,1710182,P41,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2
(androgen receptor) AND (1980:2020 [pdat]),target,18519708,2008,P51RR000163,1999,2011,2008,2008P51RR000163,17326587,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,5
(androgen receptor) AND (1980:2020 [pdat]),target,18519708,2008,K01RR000163,2000,2004,2004,2004K01RR000163,177248,K01,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,23275006,2013,T32RR007073,2002,2011,2011,2011T32RR007073,454277,T32,RR,NCRR,National Center for Research Resources,National Center for Research Resources,1
(androgen receptor) AND (1980:2020 [pdat]),target,24243687,2014,UL1RR029893,2009,2011,2011,2011UL1RR029893,6791786,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,24155918,2013,UL1RR029893,2009,2011,2011,2011UL1RR029893,6791786,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,22508987,2012,UL1RR029893,2009,2011,2011,2011UL1RR029893,6791786,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,22022581,2011,UL1RR029893,2009,2011,2011,2011UL1RR029893,6791786,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,21527502,2011,UL1RR029893,2009,2011,2011,2011UL1RR029893,6791786,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,23605249,2013,UL1RR029893,2009,2011,2011,2011UL1RR029893,6791786,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,20543967,2010,UL1RR024139,2006,2011,2010,2010UL1RR024139,11832178,UL1,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,23432095,2013,P41RR012408,1999,2011,2011,2011P41RR012408,3372231,P41,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,22507964,2012,P41RR012408,1999,2011,2011,2011P41RR012408,3372231,P41,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
(androgen receptor) AND (1980:2020 [pdat]),target,15625238,2005,P51RR000163,1999,2011,2005,2005P51RR000163,18875154,P51,RR,NCRR,National Center for Research Resources,National Center for Research Resources,3
