Search__ID,Source_Search_Type,Search_Type,PMID,PUB_YEAR,PROJECT_NUMBER,FY_Start,FY_Last,APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Activity_Code,Institute_Code,Acronym_institute_name,full_institute_name,Compressed Names,Project_Count,Grant_Type_Name
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,28292441.0,2017.0,P30CA008748,1999.0,2021.0,2017.0,2017P30CA008748,13442482.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,28219796.0,2017.0,P30CA008748,1999.0,2021.0,2017.0,2017P30CA008748,13442482.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,28208703.0,2017.0,P30CA008748,1999.0,2021.0,2017.0,2017P30CA008748,13442482.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,28151719.0,2017.0,P30CA008748,1999.0,2021.0,2017.0,2017P30CA008748,13442482.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,28059767.0,2017.0,P30CA008748,1999.0,2021.0,2017.0,2017P30CA008748,13442482.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27979426.0,2017.0,P30CA008748,1999.0,2021.0,2017.0,2017P30CA008748,13442482.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27683182.0,2017.0,P30CA008748,1999.0,2021.0,2017.0,2017P30CA008748,13442482.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27648814.0,2017.0,P30CA008748,1999.0,2021.0,2017.0,2017P30CA008748,13442482.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27477525.0,2017.0,P30CA008748,1999.0,2021.0,2017.0,2017P30CA008748,13442482.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,26795274.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,26786091.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27903863.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27824515.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27816190.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27693493.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27770613.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27749327.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27728805.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27694177.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27502737.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27378195.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27358191.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27325180.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27262168.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27189011.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27185910.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27160947.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27103403.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,27026295.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26939004.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26928463.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26928323.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26858312.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26726007.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26719015.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26671992.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26587888.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26535983.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26508309.0,2016.0,P30CA008748,1999.0,2021.0,2016.0,2016P30CA008748,15856394.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,8.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,25527270.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26563462.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26457646.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26432404.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26178426.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26107559.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26046518.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,25820537.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,25698064.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,25593303.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,25544636.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,25412848.0,2015.0,P30CA008748,1999.0,2021.0,2015.0,2015P30CA008748,14212182.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,24849084.0,2014.0,P30CA008748,1999.0,2021.0,2014.0,2014P30CA008748,14112088.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,25332287.0,2014.0,P30CA008748,1999.0,2021.0,2014.0,2014P30CA008748,14112088.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,26116115.0,2014.0,P30CA008748,1999.0,2021.0,2014.0,2014P30CA008748,14112088.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,25453051.0,2014.0,P30CA008748,1999.0,2021.0,2014.0,2014P30CA008748,14112088.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,24881730.0,2014.0,P30CA008748,1999.0,2021.0,2014.0,2014P30CA008748,14112088.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,24481405.0,2014.0,P30CA008748,1999.0,2021.0,2014.0,2014P30CA008748,14112088.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,24475817.0,2014.0,P30CA008748,1999.0,2021.0,2014.0,2014P30CA008748,14112088.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,22965070.0,2013.0,P30CA014520,1999.0,2020.0,2013.0,2013P30CA014520,4988330.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,23335089.0,2013.0,P30CA014520,1999.0,2020.0,2013.0,2013P30CA014520,4988330.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,23108626.0,2013.0,P30CA014520,1999.0,2020.0,2013.0,2013P30CA014520,4988330.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,21784672.0,2013.0,P30CA014520,1999.0,2020.0,2013.0,2013P30CA014520,4988330.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,32474957.0,2020.0,P30CA016056,1999.0,2021.0,2020.0,2020P30CA016056,5462973.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,9.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,32661092.0,2020.0,P30CA016056,1999.0,2021.0,2020.0,2020P30CA016056,5462973.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,9.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,32548867.0,2020.0,P30CA016056,1999.0,2021.0,2020.0,2020P30CA016056,5462973.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,9.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,33193298.0,2020.0,P30CA016056,1999.0,2021.0,2020.0,2020P30CA016056,5462973.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,9.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,32350277.0,2020.0,P30CA016056,1999.0,2021.0,2020.0,2020P30CA016056,5462973.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,9.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,32078585.0,2020.0,P30CA016056,1999.0,2021.0,2020.0,2020P30CA016056,5462973.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,9.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,25385439.0,2014.0,P30CA016087,1999.0,2021.0,2014.0,2014P30CA016087,3566751.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,25088980.0,2014.0,P30CA016087,1999.0,2021.0,2014.0,2014P30CA016087,3566751.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,24936953.0,2014.0,P30CA016087,1999.0,2021.0,2014.0,2014P30CA016087,3566751.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,24243687.0,2014.0,P30CA016087,1999.0,2021.0,2014.0,2014P30CA016087,3566751.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,28327907.0,2017.0,P30CA016672,1999.0,2020.0,2017.0,2017P30CA016672,11415037.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,28536297.0,2017.0,P30CA016672,1999.0,2020.0,2017.0,2017P30CA016672,11415037.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,28321130.0,2017.0,P30CA016672,1999.0,2020.0,2017.0,2017P30CA016672,11415037.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,28301631.0,2017.0,P30CA016672,1999.0,2020.0,2017.0,2017P30CA016672,11415037.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,28228262.0,2017.0,P30CA016672,1999.0,2020.0,2017.0,2017P30CA016672,11415037.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,29534939.0,2018.0,P30CA022453,1999.0,2021.0,2018.0,2018P30CA022453,3309450.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,7.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,30536163.0,2018.0,P30CA022453,1999.0,2021.0,2018.0,2018P30CA022453,3309450.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,7.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Drug,29773186.0,2018.0,P30CA022453,1999.0,2021.0,2018.0,2018P30CA022453,3309450.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,7.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,28543567.0,2017.0,P30CA030199,1999.0,2021.0,2017.0,2017P30CA030199,4217595.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,25376618.0,2015.0,P30CA076292,1999.0,2021.0,2015.0,2015P30CA076292,3916255.0,P30,CA,NCI,National Cancer Institute,National Cancer Institute,7.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,28543567.0,2017.0,P30DK084567,2009.0,2020.0,2017.0,2017P30DK084567,1251403.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,28543567.0,2017.0,P30DK090728,2010.0,2019.0,2017.0,2017P30DK090728,1214521.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,29366679.0,2018.0,P30DK084567,2009.0,2020.0,2018.0,2018P30DK084567,1161897.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,29023824.0,2018.0,P30DK084567,2009.0,2020.0,2018.0,2018P30DK084567,1161897.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,29366679.0,2018.0,P30DK090728,2010.0,2019.0,2018.0,2018P30DK090728,1197055.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,3.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,29023824.0,2018.0,P30DK090728,2010.0,2019.0,2018.0,2018P30DK090728,1197055.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,3.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,23668934.0,2013.0,P30DK084567,2009.0,2020.0,2013.0,2013P30DK084567,1214485.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,23172758.0,2013.0,P30DK084567,2009.0,2020.0,2013.0,2013P30DK084567,1214485.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,23172758.0,2013.0,P30DK090728,2010.0,2019.0,2013.0,2013P30DK090728,1289514.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,24994926.0,2015.0,P30DK090728,2010.0,2019.0,2015.0,2015P30DK090728,1298931.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,2.0,Research Program Projects and Centers
Pasireotide,Drug,Drug,32843370.0,2020.0,P30DK090728,2010.0,2019.0,2019.0,2019P30DK090728,1155877.0,P30,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,3.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Target_Only,22266943.0,2012.0,P30RR030926,2010.0,2011.0,2011.0,2011P30RR030926,1360116.0,P30,RR,NCRR,National Center for Research Resources,National Center for Research Resources,2.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Target_Only,11442747.0,2001.0,P30AR041943,1999.0,2008.0,2001.0,2001P30AR041943,1209698.0,P30,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,2.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Target_Only,26850040.0,2016.0,P30AR050948,2004.0,2013.0,2013.0,2013P30AR050948,564084.0,P30,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,2.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Target_Only,27611336.0,2016.0,P30AR061307,2011.0,2015.0,2015.0,2015P30AR061307,677317.0,P30,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,2.0,Research Program Projects and Centers
(androgen receptor) AND (1980:2020 [pdat]),target,Target_Only,27611336.0,2016.0,P30AR069655,2016.0,2020.0,2016.0,2016P30AR069655,840051.0,P30,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,2.0,Research Program Projects and Centers
